name,position,mlb_team,league_id,fantasy_team_id,fa_status
Diego Infante,OF,(N/A),AA,,available
Sammy Infante,3B,(N/A),AA,,available
Wisler Infante,SP,SEA,AA,,available
Kolton Ingram,RP,ATL,AA,,available
Jojo Ingrassia,RP,BOS,AA,,available
Haruto Inoue,SP,(N/A),AA,,available
Austin Irby,1B,(N/A),AA,,available
Brent Iredale,3B,PIT,AA,,available
Thomas Ireland,RP,TEX,AA,,available
Ike Irish,"C,1B",BAL,AA,,available
Cole Irvin,SP,(N/A),AA,,available
Xavier Isaac,UT,TB,AA,,available
Chase Isbell,RP,KC,AA,,available
David Isea,C,(N/A),AA,,available
Edgar Isea,RP,ARI,AA,,available
Alex Isola,"1B,OF",(N/A),AA,,available
Eddy Isturiz,OF,CIN,AA,,available
Hiromi Itoh,SP,(N/A),AA,,available
Tyler Ivey,SP,HOU,AA,,available
Nieves Izaguirre,SS,PHI,AA,,available
Jose Izarra,2B,LAD,AA,,available
Victor Izturis,C,CLE,AA,,available
Ashton Izzi,SP,ARI,AA,,available
Matt Jachec,RP,CLE,AA,,available
Andre Jackson,RP,(N/A),AA,,available
Core Jackson,SS,NYY,AA,,available
Daniel Jackson,C,(N/A),AA,,available
Gabriel Jackson,RP,BOS,AA,,available
Isaiah Jackson,RP,KC,AA,,available
Isaiah Jackson,OF,LAA,AA,,available
JoJo Jackson,OF,NYY,AA,,available
Jordan Jackson,RP,SEA,AA,,available
Luke Jackson,RP,TB,AA,,available
Ryan Jackson,"2B,3B,SS",SD,AA,,available
Ben Jacobs,SP,DET,AA,,available
Carson Jacobs,RP,CHW,AA,,available
Zach Jacobs,RP,CLE,AA,,available
Tanner Jacobson,RP,STL,AA,,available
Joe Jacques,SP,NYM,AA,,available
Brandon Jaime,C,CIN,AA,,available
Brayden Jaksa,C,(N/A),AA,,available
Coy James,SS,WSH,AA,,available
Josh James,RP,(N/A),AA,,available
Kamren James,OF,TB,AA,,available
Lyonell James,SS,(N/A),AA,,available
Fisher Jameson,RP,COL,AA,,available
Justin Janas,OF,ATL,AA,,available
Walker Janek,C,HOU,AA,,available
Hyun-Seok Jang,SP,LAD,AA,,available
Camden Janik,OF,PIT,AA,,available
Niko Janssens,SP,(N/A),AA,,available
Jim Jarvis,SS,ATL,AA,,available
Justin Jarvis,SP,LAD,AA,,available
Mike Jarvis,"2B,OF",PIT,AA,,available
Jack Jasiak,RP,CLE,AA,,available
Dylan Jasso,3B,NYY,AA,,available
Cristian Jauregui,OF,PIT,AA,,available
Ismael Javier,SS,(N/A),AA,,available
Odalvi Javier,SP,(N/A),AA,,available
Robinson Javier,RP,BAL,AA,,available
Sebastian Javier,RP,(N/A),AA,,available
Chase Jaworsky,"2B,SS",MIA,AA,,available
Grant Jay,C,SEA,AA,,available
Tyler Jay,"SP,RP",(N/A),AA,,available
Antoine Jean,RP,COL,AA,,available
Enderson Jean,RP,PHI,AA,,available
Jefferson Jean,SP,ATH,AA,,available
Yanki Jean-Baptiste,SS,CLE,AA,,available
Mitch Jebb,"2B,OF",PIT,AA,,available
Daulton Jefferies,SP,(N/A),AA,,available
Chris Jefferson,SP,(N/A),AA,,available
Madison Jeffrey,RP,CHW,AA,,available
Jake Jekielek,RP,TEX,AA,,available
Andrew Jenkins,1B,DET,AA,,available
Bryce Jenkins,RP,NYM,AA,,available
Jeremiah Jenkins,1B,SF,AA,,available
Sean Jenkins,SP,(N/A),AA,,available
Jacob Jenkins-Cowart,OF,MIA,AA,,available
Ryan Jennings,RP,TOR,AA,,available
Steven Jennings,RP,TEX,AA,,available
Ryan Jensen,RP,(N/A),AA,,available
Wil Jensen,RP,CHC,AA,,available
Woo Joo Jeong,RP,(N/A),AA,,available
Juan Jerez,2B,PIT,AA,,available
Eli Jerzembeck,RP,CHC,AA,,available
Brody Jessee,RP,CIN,AA,,available
Chase Jessee,RP,KC,AA,,available
Luke Jewett,RP,COL,AA,,available
Aiden Jimenez,RP,KC,AA,,available
Albert Jimenez,UT,SF,AA,,available
Anderson Jimenez,SP,SEA,AA,,available
Angel Jimenez,SP,COL,AA,,available
Antonio Jimenez,RP,SF,AA,,available
Antonio Jimenez,SS,NYM,AA,,available
Carlos Jimenez,RP,PIT,AA,,available
Carlos Jimenez,OF,SEA,AA,,available
Carlos Jimenez,1B,CHW,AA,,available
Cesar Jimenez,SP,ARI,AA,,available
Cristian Jimenez,RP,(N/A),AA,,available
Damian Jimenez,SP,(N/A),AA,,available
Dany Jimenez,RP,(N/A),AA,,available
Edgar Jimenez,1B,NYY,AA,,available
Edwin Jimenez,SP,MIL,AA,,available
Eloy Jimenez,OF,TOR,AA,,available
Enoy Jimenez,SS,(N/A),AA,,available
Enrique Jimenez,"C,1B",MIN,AA,,available
Estibenzon Jimenez,"SP,RP",PHI,AA,,available
Federik Jimenez,RP,(N/A),AA,,available
Frederik Jimenez,1B,BOS,AA,,available
Gilberto Jimenez,OF,(N/A),AA,,available
Ibrahyn Jimenez,SP,(N/A),AA,,available
Jhomber Jimenez,SP,(N/A),AA,,available
Jhonny Jimenez,RP,(N/A),AA,,available
Linbel Jimenez,RP,MIL,AA,,available
Manolfi Jimenez,OF,PHI,AA,,available
Marco Jimenez,RP,DET,AA,,available
Onias Jimenez,RP,(N/A),AA,,available
Ronaldys Jimenez,RP,PIT,AA,,available
Yaury Jimenez,SP,ARI,AA,,available
Yeuris Jimenez,RP,WSH,AA,,available
Woo-Young Jin,SP,KC,AA,,available
Eikel Joaquin,3B,WSH,AA,,available
Brayden Jobert,"1B,OF",STL,AA,,available
Connor Joe,"OF,UT",CIN,AA,,available
Yorfran John,SS,(N/A),AA,,available
Ayden Johnson,3B,ATH,AA,,available
Ben Johnson,"SP,RP",CHC,AA,,available
Bjorn Johnson,RP,MIL,AA,,available
Brandon Johnson,RP,KC,AA,,available
Brett Johnson,OF,(N/A),AA,,available
Cameron Johnson,SP,(N/A),AA,,available
Carter Johnson,"2B,SS",MIA,AA,,available
Colton Johnson,RP,ATH,AA,,available
Cooper Johnson,C,TEX,AA,,available
Dom Johnson,OF,(N/A),AA,,available
Ivan Johnson,OF,CIN,AA,,available
Jacob Johnson,SP,TEX,AA,,available
Jared Johnson,RP,ATH,AA,,available
Justin Johnson,"2B,3B",KC,AA,,available
Keon Johnson,SS,(N/A),AA,,available
Kyle Johnson,SP,(N/A),AA,,available
Lebarron Johnson,SP,COL,AA,,available
Luke Johnson,"SP,RP",WSH,AA,,available
Marcus Johnson,SP,TB,AA,,available
Marques Johnson,RP,SF,AA,,available
MD Johnson,SP,(N/A),AA,,available
Osiris Johnson,SS,MIA,AA,,available
Paris Johnson,OF,(N/A),AA,,available
Preston Johnson,SP,(N/A),AA,,available
Ryan Johnson,SS,(N/A),AA,,available
Termarr Johnson,2B,PIT,AA,,available
Tyler Johnson,1B,(N/A),AA,,available
Brodie Johnston,3B,(N/A),AA,,available
Kyle Johnston,"SP,RP",TOR,AA,,available
Reid Johnston,"SP,RP",CLE,AA,,available
Will Johnston,"SP,RP",ATH,AA,,available
Keith Jones II,OF,TEX,AA,,available
Harry Chubb Jones Jr.,SS,(N/A),AA,,available
Brady Jones,SP,TB,AA,,available
Brayden Jones,RP,TB,AA,,available
Brendan Jones,OF,NYY,AA,,available
Brock Jones,OF,TB,AA,,available
Carson Jones,OF,SEA,AA,,available
Colby Jones,"2B,3B,SS",ATL,AA,,available
Deundre Jones,OF,(N/A),AA,,available
Druw Jones,OF,ARI,AA,,available
Eli Jones,SP,MIN,AA,,available
Greg Jones,OF,MIL,AA,,available
Holt Jones,RP,MIA,AA,,available
Jared Jones,1B,PIT,AA,,available
Jayson Jones,SS,(N/A),AA,,available
Jordan Jones,SP,(N/A),AA,,available
Kennedy Jones,OF,(N/A),AA,,available
Kyle Jones,SP,MIN,AA,,available
Kyle Jones,OF,(N/A),AA,,available
LJ Jones,OF,(N/A),AA,,available
Merit Jones,SP,MIN,AA,,available
Nick Jones,RP,LAA,AA,,available
Sir Jamison Jones,C,WSH,AA,,available
Stephen Jones,RP,SD,AA,,available
Tanner Jones,SP,KC,AA,,available
Blaze Jordan,"1B,3B",STL,AA,,available
Dakota Jordan,OF,SF,AA,,available
Dylan Jordan,SP,LAA,AA,,available
Levi Jordan,"3B,SS",CIN,AA,,available
Carlos Jorge,OF,CIN,AA,,available
Dyan Jorge,"2B,SS",COL,AA,,available
Bernard Jose,RP,SD,AA,,available
Tavian Josenberger,OF,BAL,AA,,available
Dawel Joseph,3B,SEA,AA,,available
Elison Joseph,RP,ATL,AA,,available
Jean Joseph,OF,TOR,AA,,available
Jakey Josepha,OF,ARI,AA,,available
Corey Joyce,"2B,SS",CHC,AA,,available
Jimmy Joyce,RP,SEA,AA,,available
Chandler Jozwiak,RP,(N/A),AA,,available
Deok Ju Ham,RP,(N/A),AA,,available
Jorge Juan,RP,BOS,AA,,available
Simon Juan,OF,NYM,AA,,available
Daniel Juarez,RP,NYM,AA,,available
Victor Juarez,RP,COL,AA,,available
Nicholas Judice,RP,BOS,AA,,available
Grant Judkins,SP,ATH,AA,,available
Hayden Juenger,RP,TOR,AA,,available
Jorge Julio,OF,PHI,AA,,available
Hyeong Jun So,SP,(N/A),AA,,available
Yoerny Junco,3B,STL,AA,,available
Woo Young Jung,RP,(N/A),AA,,available
Landry Jurecka,SP,SD,AA,,available
Evan Justice,SP,COL,AA,,available
Andrew Kachel,2B,(N/A),AA,,available
Chris Kachmar,SP,CHC,AA,,available
Nick Kahle,C,MIL,AA,,available
Jake Kalish,SP,(N/A),AA,,available
Brian Kalmer,1B,CHC,AA,,available
Jace Kaminska,SP,COL,AA,,available
Rob Kaminsky,SP,(N/A),AA,,available
Mikey Kane,"1B,3B",CHW,AA,,available
Tommy Kane,RP,WSH,AA,,available
Baek-ho Kang,C,(N/A),AA,,available
James Kaprielian,SP,(N/A),AA,,available
Nathan Karaffa,SP,PHI,AA,,available
Ricky Karcher,RP,(N/A),AA,,available
James Karinchak,RP,(N/A),AA,,available
Anthony Karoly,SP,SEA,AA,,available
Braedon Karpathios,OF,SD,AA,,available
Jared Karros,SP,LAD,AA,,available
Josh Kasevich,SS,TOR,AA,,available
Gavin Kash,1B,(N/A),AA,,available
Wes Kath,1B,CHW,AA,,available
Kobe Kato,2B,(N/A),AA,,available
Karl Kauffmann,RP,COL,AA,,available
Rylan Kaufman,RP,(N/A),AA,,available
Niko Kavadas,1B,LAA,AA,,available
Chris Kean,RP,NYY,AA,,available
Sebastian Keane,RP,NYY,AA,,available
Daniel Keaney,RP,TEX,AA,,available
Aiden Kearney,3B,(N/A),AA,,available
Matt Keating,RP,NYY,AA,,available
Dominic Keegan,C,TB,AA,,available
Aidan Keenan,SS,(N/A),AA,,available
Seth Keener,"SP,RP",CHW,AA,,available
Janzen Keisel,"SP,RP",TB,AA,,available
Damon Keith,OF,LAD,AA,,available
Keone Kela,RP,(N/A),AA,,available
Nelson Keljo,SP,CLE,AA,,available
Kyle Keller,RP,(N/A),AA,,available
Seth Keller,RP,(N/A),AA,,available
Jackson Kelley,RP,TEX,AA,,available
Jared Kelley,RP,CHW,AA,,available
Trevor Kelley,RP,(N/A),AA,,available
Owen Kellington,SP,PIT,AA,,available
Boston Kellner,3B,(N/A),AA,,available
Antoine Kelly,RP,PIT,AA,,available
Antwone Kelly,SP,PIT,AA,,available
Joe Kelly,RP,(N/A),AA,,available
Justin Kelly,RP,TOR,AA,,available
Lucas Kelly,RP,SEA,AA,,available
Riley Kelly,SP,COL,AA,,available
Kannon Kemp,"SP,RP",SD,AA,,available
Tyriq Kemp,2B,KC,AA,,available
William Kempner,RP,MIA,AA,,available
Jacob Kendall,SS,(N/A),AA,,available
Kevin Kendall,"2B,OF",(N/A),AA,,available
Caden Kendle,OF,MIN,AA,,available
Dalton Kendrick,RP,LAA,AA,,available
Buddy Kennedy,3B,TOR,AA,,available
Eric Kennedy,OF,(N/A),AA,,available
Michael Kennedy,SP,CLE,AA,,available
Tyler Kennedy,SP,(N/A),AA,,available
Titan Kennedy-Hayes,RP,PHI,AA,,available
Barrett Kent,SP,LAA,AA,,available
Jackson Kent,SP,WSH,AA,,available
Kaeden Kent,SS,NYY,AA,,available
Nic Kent,"2B,3B",COL,AA,,available
Kane Kepley,OF,CHC,AA,,available
Kade Kern,OF,(N/A),AA,,available
Ray Kerr,RP,ATL,AA,,available
Brett Kerry,SP,LAA,AA,,available
Clayton Kershaw,SP,(N/A),AA,,available
Cameron Keshock,RP,PIT,AA,,available
Grae Kessinger,"1B,SS",(N/A),AA,,available
Caleb Ketchup,OF,LAA,AA,,available
Brock Ketelsen,OF,(N/A),AA,,available
Dallas Keuchel,SP,KC,AA,,available
Keythel Key,"SP,RP",LAA,AA,,available
Sean Keys,"1B,3B",TOR,AA,,available
Terrence Kiel II,OF,(N/A),AA,,available
Tanner Kiest,RP,(N/A),AA,,available
Griffin Kilander,"SP,RP",BOS,AA,,available
Dax Kilby,SS,NYY,AA,,available
Gavin Kilen,SS,SF,AA,,available
Caleb Kilian,RP,CHC,AA,,available
Mitchell Kilkenny,RP,(N/A),AA,,available
Keylan Killgore,RP,(N/A),AA,,available
Kevin Kilpatrick Jr.,OF,ATL,AA,,available
Do Yeong Kim,3B,(N/A),AA,,available
Jayden Kim,2B,PIT,AA,,available
Ju Won Kim,SS,(N/A),AA,,available
Min Suk Kim,OF,(N/A),AA,,available
Seo Hyeon Kim,RP,(N/A),AA,,available
Seong-Jun Kim,SS,TEX,AA,,available
Larson Kindreich,RP,TEX,AA,,available
Aidan King,RP,(N/A),AA,,available
Charles King,SP,PHI,AA,,available
Dylan King,C,CIN,AA,,available
Eddie King,OF,PIT,AA,,available
Jacob King,SP,(N/A),AA,,available
Johnny King,SP,TOR,AA,,available
Joseph King,RP,STL,AA,,available
Justin King,RP,MIA,AA,,available
Lamar King,"C,1B",SD,AA,,available
Luis Ramon King,OF,KC,AA,,available
Luis Steven King,SS,KC,AA,,available
Matt King,SS,PIT,AA,,available
Seaver King,SS,WSH,AA,,available
Skylar King,OF,BOS,AA,,available
Wenderlyn King,RP,MIL,AA,,available
Will King,C,ATL,AA,,available
Zach King,"SP,RP",(N/A),AA,,available
Scott Kingery,2B,CHC,AA,,available
Nolan Kingham,"SP,RP",(N/A),AA,,available
Jimmy Kingsbury,RP,SEA,AA,,available
Cooper Kinney,"2B,3B",TB,AA,,available
Grant Kipp,SP,CHC,AA,,available
Devin Kirby,SP,(N/A),AA,,available
William Kirk,SP,(N/A),AA,,available
Doug Kirkland,SP,(N/A),AA,,available
Jackson Kirkpatrick,RP,CHC,AA,,available
Griffin Kirn,SP,ATH,AA,,available
Cole Kirschsieper,SP,MIA,AA,,available
Brady Kirtner,RP,NYY,AA,,available
Danny Kirwin,RP,BOS,AA,,available
Jacob Kisting,RP,TB,AA,,available
Austin Kitchen,RP,SEA,AA,,available
Kotaro Kiyomiya,1B,(N/A),AA,,available
Kole Klecker,SP,(N/A),AA,,available
John Klein,"SP,RP",MIN,AA,,available
Matt Klein,C,COL,AA,,available
Paxton Kling,OF,TEX,AA,,available
Gabe Klobosits,RP,(N/A),AA,,available
Adam Kloffenstein,SP,TOR,AA,,available
Jacob Kmatz,SP,TB,AA,,available
Aidan Knaak,SP,(N/A),AA,,available
Christian Knapczyk,2B,CLE,AA,,available
Jake Knapp,SP,CHC,AA,,available
Brandon Knarr,SP,MIL,AA,,available
Corey Knebel,RP,(N/A),AA,,available
Reiss Knehr,RP,SD,AA,,available
Todd Kniebbe,RP,BAL,AA,,available
Bill Knight,OF,SEA,AA,,available
Blaine Knight,RP,(N/A),AA,,available
Caleb Knight,C,CHC,AA,,available
Malakhi Knight,OF,(N/A),AA,,available
Grant Knipp,C,SEA,AA,,available
Michael Knorr,RP,HOU,AA,,available
Josh Knoth,SP,MIL,AA,,available
Antonio Knowles,RP,LAD,AA,,available
DShawn Knowles,OF,(N/A),AA,,available
Lucas Knowles,RP,WSH,AA,,available
Nate Knowles,SP,TB,AA,,available
Sam Knowlton,RP,ARI,AA,,available
Connor Knox,SP,CHC,AA,,available
Ching-Hsien Ko,OF,LAD,AA,,available
Collin Kober,RP,SEA,AA,,available
Scott Kobos,RP,(N/A),AA,,available
Grant Koch,C,(N/A),AA,,available
Ian Koenig,SP,SD,AA,,available
Will Koger,SP,SD,AA,,available
Tanner Kohlhepp,RP,DET,AA,,available
Taylor Kohlwey,OF,(N/A),AA,,available
Pico Kohn,SP,NYY,AA,,available
Zach Kokoska,"1B,OF",COL,AA,,available
Connor Kokx,OF,(N/A),AA,,available
Adam Kolarek,RP,(N/A),AA,,available
Xavier Kolhosser,RP,MIN,AA,,available
Jared Kollar,"SP,RP",SD,AA,,available
Aldalay Kolokie,OF,COL,AA,,available
Mark Kolozsvary,C,BOS,AA,,available
Brandon Komar,"SP,RP",CIN,AA,,available
Chang-mo Koo,SP,(N/A),AA,,available
Ja Wook Koo,OF,(N/A),AA,,available
Addison Kopack,1B,(N/A),AA,,available
Ronan Kopp,"SP,RP",LAD,AA,,available
Kevin Kopps,RP,SD,AA,,available
Jacob Kostyshock,"SP,RP",(N/A),AA,,available
Dakota Kotowski,1B,(N/A),AA,,available
Rhett Kouba,RP,HOU,AA,,available
Luke Kovach,SP,TOR,AA,,available
Cam Kozeal,SS,(N/A),AA,,available
Nick Krauth,RP,TEX,AA,,available
Evan Kravetz,RP,CIN,AA,,available
Joey Krehbiel,RP,KC,AA,,available
Harrison Kreiling,SP,SEA,AA,,available
Kade Kretzschmar,OF,(N/A),AA,,available
Brooks Kriske,RP,MIN,AA,,available
Zac Kristofak,"SP,RP",(N/A),AA,,available
Austin Krob,RP,SD,AA,,available
Jacob Kroeger,"SP,RP",ATL,AA,,available
Matt Kroon,OF,(N/A),AA,,available
Josh Kross,"C,1B",STL,AA,,available
Dan Kubiuk,RP,ARI,AA,,available
Hunter Kublick,"SP,RP",STL,AA,,available
Ben Kudrna,SP,KC,AA,,available
Cade Kuehler,SP,ATL,AA,,available
Tate Kuehner,SP,MIL,AA,,available
Chad Kuhl,SP,(N/A),AA,,available
Jacob Kuhn,SP,TB,AA,,available
Travis Kuhn,RP,DET,AA,,available
Joel Kuhnel,RP,NYY,AA,,available
Tegan Kuhns,SP,(N/A),AA,,available
Cash Kuiper,SP,DET,AA,,available
Sam Kulasingam,2B,KC,AA,,available
Trevor Kuncl,RP,CIN,AA,,available
Cade Kurland,SS,(N/A),AA,,available
Joshua Kuroda-Grauer,SS,ATH,AA,,available
Peter Kussow,SP,NYM,AA,,available
Nick Kuzia,RP,(N/A),AA,,available
Robert Kwiatkowski,RP,(N/A),AA,,available
Joe La Sorsa,RP,PIT,AA,,available
A.J. Labas,"SP,RP",(N/A),AA,,available
Randy Labaut,RP,PIT,AA,,available
Yeniel Laboy,3B,ATH,AA,,available
Victor Labrada,OF,SEA,AA,,available
P.J. Labriola,RP,BOS,AA,,available
Mathias LaCombe,SP,CHW,AA,,available
Luke Lacourse,SP,LAA,AA,,available
Asa Lacy,"SP,RP",KC,AA,,available
Jack Lafflam,"C,SP",(N/A),AA,,available
Frandy Lafond,OF,MIL,AA,,available
Dane Lais,SP,SD,AA,,available
Travis Lakins Sr.,RP,(N/A),AA,,available
Henry Lalane,SP,NYY,AA,,available
Jake Lamb,1B,(N/A),AA,,available
Jimmy Lambert,RP,(N/A),AA,,available
Peter Lambert,SP,(N/A),AA,,available
Ryan Lambert,RP,NYM,AA,,available
Luis Lameda,2B,MIL,AA,,available
Dinelson Lamet,RP,(N/A),AA,,available
Justin Lamkin,SP,KC,AA,,available
Joe Lampe,OF,CLE,AA,,available
Jackson Lancaster,RP,TB,AA,,available
Steven Lancia,C,CHW,AA,,available
Ramon Landaeta,C,ATH,AA,,available
Andrew Landry,SP,NYY,AA,,available
Nathan Landry,SP,(N/A),AA,,available
Jorvorskie Lane Jr.,C,(N/A),AA,,available
Carmine Lane,C,(N/A),AA,,available
Justin Lange,RP,NYY,AA,,available
Ty Langenberg,SP,MIN,AA,,available
L.P. Langevin,RP,KC,AA,,available
Colby Langford,RP,HOU,AA,,available
Ryan Langford,RP,(N/A),AA,,available
Miles Langhorne,RP,MIL,AA,,available
Brandon Langley,RP,SD,AA,,available
Garrett Langrell,RP,SF,AA,,available
Jake Lankie,SP,(N/A),AA,,available
Cale Lansville,SP,SF,AA,,available
Ethan Lanthier,SP,NYM,AA,,available
Andriel Lantigua,C,(N/A),AA,,available
Arnaldo Lantigua,OF,CIN,AA,,available
Edward Lantigua,OF,NYM,AA,,available
Lisnerkin Lantigua,RP,CIN,AA,,available
Robert Lantigua,C,ARI,AA,,available
Matt Lanzendorfer,RP,LAD,AA,,available
Chris Lanzilli,OF,CHW,AA,,available
Armando Lao,1B,DET,AA,,available
Tyler LaPorte,RP,ATL,AA,,available
Tommy LaPour,SP,(N/A),AA,,available
Bryan Lara,SP,LAD,AA,,available
Davidxon Lara,RP,LAA,AA,,available
Erick Lara,3B,TB,AA,,available
Gabriel Lara,OF,NYY,AA,,available
Gilbert Lara,SS,(N/A),AA,,available
Janser Lara,RP,(N/A),AA,,available
Jorge Lara,2B,ARI,AA,,available
Luis Lara,OF,MIL,AA,,available
Wilfredo Lara,SS,MIA,AA,,available
Wilton Lara,3B,HOU,AA,,available
Mac Lardner,SP,(N/A),AA,,available
Cesar Lares,SP,MIN,AA,,available
Cristopher Larez,SS,NYM,AA,,available
Conor Larkin,RP,TOR,AA,,available
Alberto Laroche,SP,SF,AA,,available
Denny Larrondo,SP,ARI,AA,,available
Kyle Larsen,RP,TEX,AA,,available
Ashton Larson,OF,(N/A),AA,,available
Blake Larson,SP,CHW,AA,,available
Nate LaRue,RP,TOR,AA,,available
John Lash,SP,(N/A),AA,,available
Luke Lashutka,"SP,RP",MIA,AA,,available
Adam Laskey,"SP,RP",COL,AA,,available
Ryan Lasko,OF,ATH,AA,,available
Rafael Lasorsa,SP,(N/A),AA,,available
Roger Lasso,OF,(N/A),AA,,available
Carson Latimer,"SP,RP",CIN,AA,,available
Maddox Latta,2B,TOR,AA,,available
Anyer Laureano,RP,CIN,AA,,available
Lorenzo Laurel,3B,(N/A),AA,,available
Johnathan Lavallee,RP,(N/A),AA,,available
Bryan Lavastida,C,(N/A),AA,,available
Dario Laverde,C,LAA,AA,,available
Grant Lavigne,1B,(N/A),AA,,available
Jace LaViolette,OF,CLE,AA,,available
Casey Lawrence,RP,SEA,AA,,available
Colson Lawrence,RP,(N/A),AA,,available
Tre Lawrence,OF,(N/A),AA,,available
Carson Laws,RP,MIA,AA,,available
Holden Laws,"SP,RP",(N/A),AA,,available
Brendan Lawson,SS,(N/A),AA,,available
Cortland Lawson,SS,WSH,AA,,available
Justin Lawson,RP,NYM,AA,,available
Derwin Laya,3B,(N/A),AA,,available
Yojackson Laya,SS,LAD,AA,,available
Aidan Layton,RP,ATH,AA,,available
DJ Layton,2B,BAL,AA,,available
Dylan Leach,C,TOR,AA,,available
Hudson Leach,RP,HOU,AA,,available
Antawn Leal,RP,(N/A),AA,,available
David Leal,RP,ATH,AA,,available
Erick Leal,SP,NYY,AA,,available
Victor Leal,C,MIN,AA,,available
Cameron Leary,OF,ATH,AA,,available
Aaron Leasher,SP,(N/A),AA,,available
Jackson Leath,SP,(N/A),AA,,available
Charles Leblanc,2B,(N/A),AA,,available
Ariel Lebron,OF,HOU,AA,,available
Cristofer Lebron,OF,STL,AA,,available
Justin Lebron,SS,(N/A),AA,,available
Colton Ledbetter,OF,TB,AA,,available
Bairon Ledesma,2B,COL,AA,,available
Jose Ledesma,RP,NYY,AA,,available
Darren Ledford,C,(N/A),AA,,available
Luis Ledo,RP,(N/A),AA,,available
Marcus Lee Sang,UT,PHI,AA,,available
Bennett Lee,C,DET,AA,,available
Cam Lee,OF,BAL,AA,,available
Chansol Lee,SP,BOS,AA,,available
Chen-Hsun Lee,SP,SF,AA,,available
David Lee,RP,COL,AA,,available
Eui Lee Lee,SP,(N/A),AA,,available
Evan Lee,RP,(N/A),AA,,available
Hyun Seung Lee,3B,PIT,AA,,available
Jeremy Lee,SP,(N/A),AA,,available
Justin Lee,SP,(N/A),AA,,available
Patrick Lee,OF,DET,AA,,available
Zack Lee,"SP,RP",DET,AA,,available
Klendy Leen,"C,RP",TEX,AA,,available
Ben Leeper,RP,(N/A),AA,,available
Meridian Leffew,3B,DET,AA,,available
Jack Leftwich,RP,CLE,AA,,available
Ethan Lege,"1B,3B",PIT,AA,,available
Qyshawn Legito,C,CIN,AA,,available
Taylor Lehman,RP,(N/A),AA,,available
Brandon Leibrandt,"SP,RP",(N/A),AA,,available
Zac Leigh,RP,CHC,AA,,available
Aldo Leija,SP,(N/A),AA,,available
Kenny Leiner,RP,BAL,AA,,available
Ryan Leitch,C,(N/A),AA,,available
Cam Leiter,SP,LAD,AA,,available
Kleimir Lemos,1B,TEX,AA,,available
Pedro Lemos,RP,SEA,AA,,available
David Leon,C,CLE,AA,,available
Edgar Leon,RP,LAD,AA,,available
Keiner Leon,RP,(N/A),AA,,available
Luis Leon,OF,MIA,AA,,available
Luis Leon,OF,CHC,AA,,available
Santiago Leon,SS,MIN,AA,,available
Dayne Leonard,C,CIN,AA,,available
Eddys Leonard,"2B,3B,OF",MIL,AA,,available
Iverson Leonardo,OF,(N/A),AA,,available
Dominic Leone,RP,(N/A),AA,,available
Luis Leones,OF,(N/A),AA,,available
Oswel Leones,OF,MIL,AA,,available
Ray Leonzi,OF,(N/A),AA,,available
Carlos Lequerica,RP,DET,AA,,available
Dylan Lesko,RP,TB,AA,,available
Josh Lester,"1B,3B",(N/A),AA,,available
Luke Leto,SS,(N/A),AA,,available
Bishop Letson,SP,MIL,AA,,available
Jhonny Level,SS,SF,AA,,available
Zach Levenson,OF,STL,AA,,available
Adam Leverett,SP,SEA,AA,,available
Tatem Levins,C,TB,AA,,available
Chris Levonas,SP,(N/A),AA,,available
Brandon Lewis,1B,(N/A),AA,,available
Cory Lewis,"SP,RP",MIN,AA,,available
Dillon Lewis,OF,NYY,AA,,available
Ian Lewis,OF,MIA,AA,,available
Jimmy Lewis,"SP,RP",LAD,AA,,available
Justin Lewis,"SP,RP",ARI,AA,,available
Kade Lewis,1B,(N/A),AA,,available
Kyle Lewis,OF,(N/A),AA,,available
Nadir Lewis,OF,(N/A),AA,,available
Shane Lewis,OF,(N/A),AA,,available
Tyson Lewis,SS,CIN,AA,,available
Domingo Leyba,2B,(N/A),AA,,available
Caleb Leys,SP,DET,AA,,available
Brandon Leyton,"2B,SS",ARI,AA,,available
Roger Leyton,OF,KC,AA,,available
Luis Liberato,OF,(N/A),AA,,available
Jecsua Liborius,RP,LAD,AA,,available
Yorman Licourt,OF,TOR,AA,,available
Ahbram Liendo,"3B,SS",BOS,AA,,available
Mason Ligenza,OF,LAD,AA,,available
Karson Ligon,SP,TOR,AA,,available
Christian Lim,SP,(N/A),AA,,available
Denny Lima,SP,CHW,AA,,available
Michael Limoncelli,"SP,RP",(N/A),AA,,available
Chen-Wei Lin,SP,STL,AA,,available
Lyle Lin,C,(N/A),AA,,available
Po-Chun Lin,SP,SEA,AA,,available
Sheng-En Lin,"UT,SP",CIN,AA,,available
Wei-En Lin,"SP,RP",ATH,AA,,available
Yu-Min Lin,SP,ARI,AA,,available
Sean Paul Linan,SP,WSH,AA,,available
Janderson Linares,RP,PIT,AA,,available
Jonathan Linares,C,LAA,AA,,available
Jose Linares,RP,(N/A),AA,,available
Oswaldo Linares,C,SD,AA,,available
Winder Linares,OF,(N/A),AA,,available
Carlos Linarez,C,STL,AA,,available
Valentin Linarez,RP,PIT,AA,,available
Yohander Linarez,3B,BOS,AA,,available
Jeff Lindgren,"SP,RP",(N/A),AA,,available
Ethan Lindow,SP,(N/A),AA,,available
Andrew Lindsey,SP,TB,AA,,available
