K a n s a s   C i t y   R o y a l s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-COL (25),,,3B,Ke'Bryan Hayes,PIT,"7,000,000","7,000,000","8,000,000","8,000,000","12,000,000",UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-NYM (23),,,3B,Christopher Morel,CHC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,23,25,,,,,,,,Trade-MIA (23),,,OF,Jake McCarthy,ARZ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (25),,,SP,Clay Holmes,NYM,"10,000,000","10,000,000",UFA,,,,,,,,,,,
X,,X,,,,0,25,,,,,,,,,Trade-COL (24),,,SP,Joey Cantillo ,CLE,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,24,25,,,,,,,,Trade-CIN (25),,,SP,Bobby Miller ,LAD,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,Trade-DET (23),,,SP,Kyle Wright,KC,ARB 3,UFA,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,SP,Yariel Rodriguez,TOR,"4,000,000","4,000,000","4,000,000",UFA,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-SEA (25),,,SP,Jeffrey Springs,ATH,"20,000,000",UFA,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-CIN (25),,,SP,Walker Buehler,LAD,"12,037,500","12,037,500","12,037,500","12,037,500",UFA,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-TOR (24),,,SP,Mike Soroka,ATL,"4,500,000","4,500,000","4,500,000","4,500,000","4,500,000",,,,,,,,,
,X,X,,,,0,25,,,,,,,,,Waive-CHC (25),,,SP,Connor Phillips ,SEA,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,25,,,,,,,,,Trade-SEA (25),,,SP,DJ Herz,WSH,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-SEA (23),,,SP,Daniel Espino,CLE,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,Inaugural Draft,,,SP,Matt Allan,NYM,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-CIN (25),,,SP,Eiberson Castellano,PHI,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-COL (25),,,SP,Brandon Williamson,CIN,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,RP,Chris Martin ,TEX,"3,000,000",UFA,,,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Trade-SEA (26),,,RP,Jagger Haynes,SD,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,,,,,,,,,,,Trade-SEA (26),,,RP,Jedixson Paez,BOS,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,RP,Gabe Speier,SEA,"2,000,000","2,000,000",UFA,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (25),,,RP,Trent Thornton,SEA,"1,000,000",UFA,,,,,,,,,,,,
,X,,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,RP,John McMillon,FA,"2,000,000","2,000,000","2,000,000",UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M I N O R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Rule 5 Eligibility,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-MIA (24),2025,,C,Kevin Parada,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 3,2028,,C,Easton Carmichael,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,C,Victor Mesia,FA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Released,,C,Carlos Vasquez,FA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade SEA (26),2026,,2B,Aron Estrada ,BAL,,,,,,,,,,,,,,
,X,,,,,0,24,,,,,,,,,Trade-CIN (24),EXEMPT,,2B,Enmanuel Valdez,BOS,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,Trade-CIN (25),EXEMPT,,2B,Tyler Tolbert,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-TOR (24),Eligible,,2B,Ronny Simon,TB,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 2,2028,,SS,Dean Curley,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade- SEA  26,2027,,SS,Chase Jaworsky,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade- SEA  26,2028,,SS,JD Dix,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade- SEA  26,2029,,SS,Marconi German,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 1,2029,,SS,Billy Carlson,CHW,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 5,2028,,SS,Nick Monistere,HOU,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SD (24),2026,,3B,Ruben Santana,ARZ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SD (25),2027,,OF,Dashyll Tejeda,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 4,2027,,OF,Jaime Ferrer,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 6,2027,,OF,Casey Cook,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 4,2028,,OF,Ryan Wideman,SD,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,Trade-CIN (25),EXEMPT,,OF,Pedro Leon,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,OF,Vladi Miguel Guerrero,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SEA (26),2026,,OF,Bo Davidson,SF,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SEA (25),2027,,P,Jaron Deberry,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SEA (26),2026,,P,Braxton Bragg,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 5,2027,,P,Louis-Philippe Langevin,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Waive-PHI (24),Eligible,,P,Chih-Jung Liu,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Waive-PHI (24),2025,,P,Jacob Meador,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-CIN (24),2025,,P,Calvin Ziegler,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-COL (24),2026,,P,Walin Castillo,MIA,,,,,,,,,,,,,,
,X,,,,,0,25,,,,,,,,,Trade-NYM (23),EXEMPT,,P,Bryce Jarvis,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 6,2029,,P,Will Hynes,CLE,,,,,,,,,,,,,,
,X,,,,,0,,,,,,,,,,Inaugural Draft,EXEMPT,,P,Matt Canterino,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 4,2026,,P,Zach Thornton,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-KC (23),Eligible,,P,Dahian Santos,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),Eligible,,P,Rhett Kouba,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (22) Rd 6,2025,,P,Will Rudy,MIL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D E A D   M O N E Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Traded,,,Released,,,Rule 5 Fee,,,Retirement,,,Option Buyout,,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,X,,,,,,,,,,,,,3B,Carter Kieboom,WSH,"1,500,000","1,500,000",,,,,,,,,,,,
,,,,,,X,,,,,,,,,,,,,SP,Noah Syndergaard,FA,"1,000,000","1,000,000",,,,,,,,,,,,
,,,,,,X,,,,,,,,,,,,,SP,Zach Plesac,FA,"500,000",,,,,,,,,,,,,
,,,,,,X,,,,,,,,,,,,,RP,Scott McGough,ARZ,"1,000,000","1,000,000",,,,,,,,,,,,
,,,,,,X,,,,,,,,,,,,,SS,Orlando Arcia,ATL,"11,250,000","7,500,000","7,500,000",,,,,,,,,,,
,,,,,,X,,,,,,,,,,,,,SP,Alex Wood,ATH,"2,625,000",,,,,,,,,,,,,
,,,,,,X,,,,,,,,,,,,,SP,Mike Clevinger,FA,"7,312,500",,,,,,,,,,,,,
,,,,,,X,,,,,,,,,,,,,OF,Dairon Blanco,KC,"2,250,000",,,,,,,,,,,,,
