P h i l a d e l p h i a   P h i l l i e s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,X,,,,,,,,,,,,,,Trade-PHI (25),,,2B,Hao Yu Lee,PHI,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-CHC (25),,,SS,Bo Bichette,TOR,"29,110,000","29,110,000","29,110,000","29,110,000","29,110,000","29,110,000","29,110,000",UFA,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-SD  (25),,,SS,Bobby Witt Jr.,KC,"13,000,000","19,000,000","30,000,000","35,000,000","35,000,000","35,000,000","35,000,000","35,000,000","35,000,000","33,000,000","28,000,000","28,000,000",UFA,
,X,X,,,,,,,,,,,,,,MiLB FA (25),,,SS,Jose Fernandez,ARZ,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,25,,,,,,,,,Trade-ATH (25),,,OF,JJ Bleday,ATH,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,25,,,,,,,,,Trade-CHC (25),,,OF,Alejandro Osuna,TEX,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,,,,,,,,,,MiLB FA (23),,,OF,Zach Cole Jr,HOU,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,,,,,,,,,,Inaugural Draft,,,OF,Steven Kwan,CLE,ARB 2,ARB 3,UFA,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,OF,Corbin Carroll,ARZ,"10,000,000","12,000,000","14,000,000","28,000,000","28,000,000","28,000,000",UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,SP,Brayan Bello,BOS,"6,000,000","8,500,000","16,000,000","19,000,000","21,000,000",UFA,,,,,,,,
,X,X,,,,0,25,,,,,,,,,Trade-ATH (24),,,SP,Spencer Arrighetti,HOU,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (23),,,SP,Kodai Senga,NYM,"31,751,000","31,751,000",UFA,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-BAL (24),,,SP,Tanner Bibee,CLE,"4,400,000","7,400,000","10,400,000","21,400,000","21,400,000",UFA,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,UFA (24),,,SP,Yoshinobu Yamamoto,LAD,"51,750,000","51,750,000","51,750,000","51,750,000","51,750,000",UFA,,,,,,,,
X,,X,,,,0,24,25,,,,,,,,Trade-KC (25),,,SP,Quinn Priester,MIL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (23),,,SP,Yordanny Monegro,BOS,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (22),,,SP,Yoniel Curet,TB,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,,,,,,,,,,MiLB FA (22),,,SP,Trevor McDonald,SF,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,0,25,,,,,,,,,Trade-SF (25),,,SP,Brandon Young,BAL,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,23,,,,,,,,,Trade-LAA (22),,,RP,Hunter Gaddis,CLE,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (22),,,RP,Justin Martinez,ARZ,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,X,X,,,,,,,,,,,,,,Trade-LAD (25),,,RP,Chase Hampton,NYY,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,,,,,,,,,,Rule V-SF (26),,,P,Tyler Uberstine,BOS,,,,,,,,,,,,,,
,X,X,,,,,,,,,,,,,,Rule V-LAD (26),,,P,John Klein,MIN,,,,,,,,,,,,,,
,X,X,,,,,,,,,,,,,,MiLB FA (22),,,RP,Ronan Kopp,LAD,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,,,,,,,,,,MiLB FA (23),,,RP,Alex McFarlane,PHI,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inaugural Draft,,,RP,Peter Fairbanks,TB,"7,000,000",UFA,,,,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,MiLB FA (22),,,RP,James McArthur,KC,"810,000",ARB 2,ARB 3,ARB 4,UFA,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,Trade-SD (25),,,RP,Luis Mey,CIN,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (22),,,RP,Edgardo Henriquez,LAD,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M I N O R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Rule 5 Eligibility,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,C,Nathan Flewelling,TB,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,C,Lamar King,SD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,C,Alberto Barriga,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,C,Edgleen Perez,PIT,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,1B,Justin Gonzales,BOS,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 4,2028,,1B,Chris Arroyo,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,1B,Pedro Blanco,ARZ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,2B,Carlos Gutierrez,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2029,,2B,Ronald Terrero,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),2026,,2B,Rosman Verdugo,SD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Carlos Bello,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,SS,Trey Snyder,NYM,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-CIN (24),2028,,SS,Naibel Mariano,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,SS,Demetrio Crisantes,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Deivid Coronil,SD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Ramcell Medina,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Juan Sanchez,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,SS,DJ Layton,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 2,2029,,SS,Tate Southisene,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Darwin Almanzar,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Anthony Abreu,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Angel Salio,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Rodny Rosario,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Angel De Los Santos,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,SS,Darell Morel,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),2026,,SS,Abdias De La Cruz,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2029,,SS,Jhonny Level,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SEA (24),2028,,SS,Yolfran Castillo,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-SEA (24),2028,,SS,Ashly Andujar,COL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,3B,Eriandys Ramon,CHC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,3B,Ronny Bello,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-CHC (25),2026,,3B,Kyle Karros,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Waive-NYM (25),2028,,3B,Richard Matic,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,3B,Sami Manzueta,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (22) Rd 4,2026,,3B,Chandler Pollard,TEX,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,OF,Alexander Frias,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,OF,Ronny Suarez,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,OF,Gerlyn Payano,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,OF,Matt Koperniak,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,OF,Jaron Elkins,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,OF,Eli Lovich,CHC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 6,2027,,OF,Nehomar Ochoa Jr,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Yeycol Soriano ,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Pedro Catuy,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,OF,Kenly Hunter,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,OF,Nauris De La Cruz,WSH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,OF,Ruben Castillo,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,OF,Jhomnardo Reyes,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,OF,Nate George,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Braylin Morel,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Jaeden Calderon,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Gabriel Lara,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,OF,Daniel Lopez,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,OF,Victor Hurtado,WSH,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,P,Sheng-En Lin,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-MIL (26),2027,,P,Garrett Baumann,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,P,Pedro Montero,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,P,Dalton Pence,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,P,Carlos De La Rosa,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,P,Daniel Gomez,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2027,,P,Luke Hayden,CIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 5,Not in RR,,P,McClane Moody,PIT,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Ethan Pecko,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Jordan Woods,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (25),2029,,P,Omar Damian,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 1,2029,,P,Josh Hammond,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 3,2028,,P,Griffin Hugus,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,P,Oliver Gonzalez,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-LAA (25),2025,,P,Jacob Steinmetz,ARZ,,,,,,,,,,,,,,
,X,,,,,0,25,,,,X,,,,,MiLB FA (23),Exempt,,RP,Andre Granillo,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-TOR (25),2027,,P,Brady Smith,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,P,Ethan Bagwell,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Waive-NYM (25),2027,,P,Jeremy Reyes,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Kolton Curtis,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Nelfy Ynfante,STL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 3,2028,,P,Cameron Sullivan,CLE,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 4,2027,,P,Brock Moore,SEA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 5,2027,,P,Kyle Robinson,ATH,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,P,Yunior Marte,KC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,P,Bryan Balzer,SD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (24) Rd 6,2027,,P,Marcus Morgan,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,P,Yoel Roque,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (24),2028,,P,Gregory Sanchez,COL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,P,Adrian Bohorquez,MIN,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-MIL (24),2026,,P,Sabier Marte,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Izack Tiger,TEX,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2027,,P,Jacob Bresnahan,SF,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (24),2026,,P,Nolan Perry,TOR,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 4,2027,,P,Bishop Letson,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 5,2026,,P,Kyle Carr,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,IFA (23),2027,,P,Samuel Sanchez,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2025,,P,Spencer Giesting,ARZ,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2025,,P,Connor Noland,CHC,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,P,Zach Swanson,DET,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,P,Tyler Renz,MIL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (25) Rd 6,2028,,P,Landon Beidelschies,ATL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),2026,,P,Payton Martin,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,P,Zack Showalter,BAL,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (23),2026,,P,Isaiah Lowe,SD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,FYPD (23) Rd 5,2025,,P,Michael Knorr,HOU,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (22),2025,,P,Micah Ottenbreit,PHI,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,P,Grant Shepardson,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inaugural Draft,2025,,P,Jordy Vargas,COL,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D E A D   M O N E Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Traded,,,Released,,,Rule 5 Fee,,,Retirement,,,Option Buyout,,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,X,,,,,,,,,,,,,RP,Jorge Lopez,MIN,"7,125,000",,,,,,,,,,,,,
