T a m p a   B a y   R a y s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Owner,,,Bill,,,,MLB,,,29,,Tax Bill Paid,,No,,League Year,,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,Joined,,,2025,,,,40 Man,,,37,,Years Paid,,,,Payroll,,"131,236,666","103,016,666","102,016,666","80,966,666","100,474,999","32,500,000","40,000,000","25,000,000",0,0,0,0,0,0
,,,,Franchise Record,,,182-304,,,,Minors,,,101,,Status,,,,Dead Money,,"3,000,000","3,300,000","3,750,000",0,0,0,0,0,0,0,0,0,0,0
,,,,Playoff Appearances,,,2,,,,Rotation,,,8,,Future Status,,,,Total Payroll,,"134,236,666","106,316,666","105,766,666","80,966,666","100,474,999","32,500,000","40,000,000","25,000,000",0,0,0,0,0,0
,,,,AL East Titles,,,0,,,,Injured List,,,0,,Extensions,,2,,Luxury Tax Space,,"102,763,334","134,683,334","138,233,334","163,033,334","143,525,001","211,500,000","204,000,000","219,000,000","244,000,000","244,000,000","244,000,000","244,000,000","244,000,000","244,000,000"
,,,,AL Pennants,,,0,,,,60 Day IL,,,0,,Restructure,,1,,Payroll % Active,,97.77%,96.90%,96.45%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,
,,,,World Series Championships,,,0,,,,,,,,,Lottery Picks,,,,Payroll % Inactive,,2.23%,3.10%,3.55%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
P O S I T I O N   P L A Y E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inagural Draft,,,C,Shea Langeliers,ATH,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,24,,,,,,,,,Trade-CHC (26),,,C,Freddy Fermin,KC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,Inagural Draft,,,C,Korey Lee,CHW,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
X,,X,,,,0,,,,,,,,,,FYPD (22) Rd 2,,,C,Dalton Rushing,LAD,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inagural Draft,,,1B,Christian Encarnacion-Strand,CIN,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,FYPD (23) Rd 1,,,1B,Nolan Schanuel,LAA,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inagural Draft,,,2B,Nolan Gorman,STL,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,24,,,,,,,,,FYPD (22) Rd 1,,,SS,Jackson Holliday,BAL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inagural Draft,,,SS,Masyn Winn,STL,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inagural Draft,,,SS,Ryan Bliss,SEA,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-ATL (25),,,3B,Jeimer Candelario,CIN,"15,800,000","15,800,000","15,800,000",UFA,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-SEA (26),,,3B,Josh Jung,TEX,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-SF (22),,,OF,Alek Thomas,ARZ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,,,,,,,,,,,MiLB FA (25),,,OF,Nathan Church,STL,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,,,,,,,,,,Waive-LAA (24),,,OF,Mike Trout,LAA,"37,166,666","37,166,666","37,166,666","37,166,666","55,674,999",UFA,,,,,,,,
,X,X,,,,0,25,,,,,,,,,MiLB FA (25),,,OF,Rhylan Thomas,SEA,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,FYPD (24) Rd 1,,,OF,Jac Caglianone,KC,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-LAD (23),,,OF,Jackson Chourio,MIL,"7,000,000","8,000,000","9,000,000","15,000,000","16,000,000","2,500,000","25,000,000","25,000,000",UFA,,,,,
X,,X,,,,0,,,,,,,,,,Trade-ATL (25),,,OF,Will Brennan,CLE,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,X,X,,,,0,,,,,,,,,,Inagural Draft,,,OF,Victor Mesa Jr.,MIA,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inagural Draft,,,SP,Emmet Sheehan,LAD,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Inagural Draft,,,SP,Garrett Crochet,BOS,"24,800,000","28,800,000","28,800,000","28,800,000","28,800,000","30,000,000","15,000,000",UFA,,,,,,
X,,X,,,,0,,,,,,,,,,Trade-LAA (25),,,SP,Justin Steele,CHC,ARB 3,ARB 4,UFA,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-CHC (25),,,SP,Michael Lorenzen,KC,"11,250,000","11,250,000","11,250,000",UFA,,,,,,,,,,
,X,X,,,,0,25,,,,,,,,,Waive-CHC (25),,,SP,Bradley Blalock,COL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,0,,,,,,,,,,Waive-KC (25),,,SP,Doug Nikhazy,CLE,"760,000",TC ,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-SEA (25),,,SP,Jose Soriano,LAA,"2,000,000","2,000,000",UFA,,,,,,,,,,,
X,,X,,,,0,25,,,,,,,,,FYPD (23) Rd 1,,,SP,Chase Dollander,COL,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (25),,,SP,David Morgan,SD,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,,,,,,,,,,FYPD (23) Rd 3,,,SP,Nolan McLean,NYM,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-SEA (25),,,RP,Edwin Diaz,NYM,"15,300,000",UFA,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inagural Draft,,,RP,J.T. Ginn,ATH,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,X,X,,,,,,,,,,,,,,MiLB FA (25),,,RP,Antwone Kelly,PIT,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,X,X,,,,,,,,,,,,,,MiLB FA (25),,,RP,Josh White,MIA,"760,000",TC,TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,0,D,F,A,,-,O,N,L,Y,Trade-SEA (25),,,RP,Kenley Jansen,BOS,"5,000,000",UFA,,,,,,,,,,,,
X,,X,,,,0,,,,,,,,,,MiLB FA (22),,,RP,Braydon Fisher,LAD,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,0,,,,,,,,,,Inagural Draft,,,RP,Mason Miller,SD,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M I N O R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,How Acquired,Rule 5 Eligibility,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2028,,C,Almen Tolentino,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),Eligible,,C,JC Escarra,NYY,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inagural Draft,2025,,C,Jesus Galiz,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Trade-LAA (22),Eligible,,C,Yeiner Fernandez,LAD,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,C,Ryan Ignoffo,MIA,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,Inagural Draft,Eligible,,C,Carson Taylor,PHI,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,MiLB FA (25),2026,,1B,Keaton Anthony,PHI,,,,,,,,,,,,,,
