ID,Player,Team,Position,RkOv,Status,Age,Opponent,FPts,FP/G,%D,ADP,Ros,+/-
*06cmn*,Alix Hernandez,SF,RP,4886,FA,21,NYY Wed 5:05PM,0,0,0,-,0%,0%
*0519g*,Allan Hernandez,(N/A),RP,4887,FA,24,,0,0,0,-,0%,0%
*06aq3*,Angelo Hernandez,(N/A),UT,4888,FA,20,,0,0,0,-,0%,0%
*06ujo*,Arxy Hernandez,CHW,"3B,SS",4889,FA,22,,0,0,0,-,0%,0%
*06rj6*,Brayan Hernandez,(N/A),C,4952,FA,24,,0,0,0,-,0%,0%
*072j1*,Christopher Hernandez,TEX,"SP,RP",4892,FA,19,,0,0,0,-,0%,0%
*05gdy*,Cristian Hernandez,NYY,RP,4893,FA,25,@SF Wed 5:05PM,0,0,0,-,2%,0%
*06hsy*,Cristian Hernandez,MIN,SP,4895,FA,21,,0,0,0,-,1%,0%
*064ok*,Diego Hernandez,(N/A),SP,4898,FA,21,,0,0,0,-,0%,0%
*06qgy*,Diego Hernandez,(N/A),SS,4899,FA,18,,0,0,0,-,0%,0%
*067zs*,Diomedes Hernandez,NYY,C,4900,FA,20,@SF Wed 5:05PM,0,0,0,-,0%,0%
*06r6v*,Edinson Hernandez,SD,RP,4901,FA,19,,0,0,0,-,0%,0%
*02i19*,Elier Hernandez,(N/A),OF,4902,FA,31,,0,0,0,-,0%,0%
*03yx9*,Elieser Hernandez,ATL,RP,4903,FA,30,,0,0,0,-,1%,0%
*05yh2*,Erick Hernandez,(N/A),OF,4904,FA,21,,0,0,0,-,1%,0%
*06ckn*,Evelio Hernandez,CLE,RP,4905,FA,22,,0,0,0,-,0%,0%
*06ris*,Frank Hernandez,(N/A),C,4953,FA,24,,0,0,0,-,0%,0%
*072g6*,Henderson Hernandez,NYM,SP,4907,FA,19,,0,0,0,-,0%,0%
*06rj8*,Hojans Hernandez,ATL,1B,4909,FA,19,,0,0,0,-,0%,0%
*04ess*,Jakob Hernandez,(N/A),RP,4910,FA,29,,0,0,0,-,0%,0%
*06ih2*,Jason Hernandez,SD,OF,4911,FA,20,,0,0,0,-,0%,0%
*06ff3*,Jesus Hernandez,MIA,"2B,3B",4912,FA,21,,0,0,0,-,0%,0%
*06ull*,Jommy Hernandez,CHW,RP,4913,FA,19,,0,0,0,-,0%,0%
*03mgq*,Jonathan Hernandez,PHI,RP,4914,FA,29,,0,0,0,-,2%,0%
*072hf*,Joniel Hernandez,(N/A),SS,4915,FA,16,,0,0,0,-,1%,0%
*06dnd*,Jorge Hernandez,KC,"2B,3B",4916,FA,20,,0,0,0,-,0%,0%
*066st*,Jose Hernandez,(N/A),RP,4917,FA,28,,0,0,0,-,2%,0%
*061yi*,Joseph Hernandez,(N/A),RP,4918,FA,25,,0,0,0,-,1%,0%
*06if3*,Juan Hernandez,DET,3B,4919,FA,19,,0,0,0,-,0%,0%
*06ifz*,Juan Hernandez,(N/A),3B,4920,FA,19,,0,0,0,-,0%,0%
*06rf8*,Julian Hernandez,NYM,C,4921,FA,20,,0,0,0,-,0%,0%
*06c8p*,Justin Hernandez,(N/A),RP,4922,FA,20,,0,0,0,-,0%,0%
*06r6j*,Kendrick Hernandez,DET,3B,4923,FA,19,,0,0,0,-,0%,0%
*06u6j*,Leandro Hernandez,(N/A),RP,4924,FA,23,,0,0,0,-,0%,0%
*060o8*,Luigi Hernandez,(N/A),SP,4925,FA,22,,0,0,0,-,0%,0%
*06ysl*,Luis Hernandez,PHI,1B,4926,FA,18,,0,0,0,-,1%,0%
*071w9*,Luis Hernandez,(N/A),SS,4927,FA,17,,0,0,0,-,12%,2%
*06bs2*,Maikel Hernandez,(N/A),SP,4928,FA,20,,0,0,0,-,0%,0%
*06rp2*,Maikel Hernandez,(N/A),C,4929,FA,22,,0,0,0,-,0%,0%
*068rs*,Maxwel Hernandez,PHI,RP,4931,FA,22,,0,0,0,-,1%,0%
*06pg8*,Melkis Hernandez,CLE,SP,4932,FA,20,,0,0,0,-,1%,0%
*06plp*,Merphy Hernandez,MIN,OF,4934,FA,19,,0,0,0,-,1%,0%
*042b0*,Miguel Hernandez,(N/A),"3B,SS",4935,FA,26,,0,0,0,-,0%,0%
*06yt8*,Miguel Hernandez,STL,SS,4936,FA,17,,0,0,0,-,1%,0%
*041ue*,Nick Hernandez,ATH,RP,4937,FA,31,,0,0,0,-,2%,0%
*05j75*,Omar Hernandez,KC,C,4938,FA,24,,0,0,0,-,0%,0%
*06c3n*,Oscar Hernandez,(N/A),RP,4939,FA,19,,0,0,0,-,0%,0%
*064wa*,Pedro Hernandez,CLE,SS,4940,FA,21,,0,0,0,-,0%,0%
*04al0*,Ronaldo Hernandez,BOS,C,4942,FA,28,,0,0,0,-,3%,0%
*06cqn*,Roynier Hernandez,COL,2B,4944,FA,21,,0,0,0,-,2%,0%
*065j9*,Sammy Hernandez,STL,"C,1B",4945,FA,21,,0,0,0,-,2%,0%
*06r83*,Wilfrre Hernandez,(N/A),SP,4947,FA,19,,0,0,0,-,0%,0%
*04avd*,Wilkel Hernandez,DET,"SP,RP",4948,FA,26,,0,0,0,-,1%,0%
*06may*,Yandro Hernandez,MIN,OF,4949,FA,20,,0,0,0,-,1%,0%
*04yin*,Yonny Hernandez,(N/A),"2B,SS",4950,FA,27,,0,0,0,-,1%,0%
*06ugy*,Nick Herold,SF,RP,4954,FA,27,NYY Wed 5:05PM,0,0,0,-,0%,0%
*06m7e*,Adrian Herrera,CIN,"SP,RP",4955,FA,21,,0,0,0,-,0%,0%
*06r2x*,Angel Herrera,PIT,SP,4956,FA,18,,0,0,0,-,0%,0%
*059zp*,Eduardo Herrera,NYM,RP,4957,FA,26,,0,0,0,-,1%,0%
*06qhp*,Franyer Herrera,NYY,RP,4959,FA,20,@SF Wed 5:05PM,0,0,0,-,0%,0%
*06r58*,Herlinton Herrera,COL,1B,4960,FA,18,,0,0,0,-,0%,0%
*06uxa*,Jorge Herrera,KC,RP,4962,FA,22,,0,0,0,-,0%,0%
*064rx*,Keider Herrera,COL,RP,4964,FA,21,,0,0,0,-,0%,0%
*064zl*,Marcos Herrera,COL,SP,4966,FA,21,,0,0,0,-,0%,0%
*051wx*,Martin Herrera,DET,SP,4967,FA,25,,0,0,0,-,0%,0%
*06ri4*,Reiner Herrera,CLE,C,4968,FA,20,,0,0,0,-,0%,0%
*03bdz*,Ronald Herrera,(N/A),RP,4969,FA,30,,0,0,0,-,0%,0%
*06qza*,Roybert Herrera,NYM,1B,4970,FA,18,,0,0,0,-,2%,0%
*06s69*,Steven Herrera,MIA,2B,4971,FA,17,,0,0,0,-,1%,0%
*05yiy*,Yilber Herrera,MIN,3B,4973,FA,21,,0,0,0,-,2%,0%
*04ppq*,Jimmy Herron,MIL,OF,4977,FA,29,,0,0,0,-,1%,0%
*06qiw*,Tyler Herron,(N/A),C,4978,FA,22,,0,0,0,-,0%,0%
*072fs*,Eli Herst,(N/A),SP,4979,FA,17,,0,0,0,-,0%,0%
*06tlr*,Kyle Hess,MIN,OF,4981,FA,26,,0,0,0,-,0%,0%
*04t9a*,Zack Hess,(N/A),"SP,RP",4982,FA,28,,0,0,0,-,1%,0%
*04prq*,Codi Heuer,CLE,RP,4985,FA,29,,0,0,0,-,2%,0%
*06zhc*,Mac Heuer,NYY,SP,4986,FA,21,@SF Wed 5:05PM,0,0,0,-,2%,0%
*06qjq*,Stone Hewlett,LAA,RP,4987,FA,24,,0,0,0,-,0%,0%
*067zc*,Luke Heyman,BOS,C,4988,FA,22,,0,0,0,-,2%,0%
*066jv*,Matt Hickey,STL,SP,4989,FA,27,,0,0,0,-,0%,0%
*05llv*,Mason Hickman,(N/A),RP,4992,FA,27,,0,0,0,-,1%,0%
*01cgr*,Aaron Hicks,(N/A),OF,4993,FA,36,,0,0,0,-,1%,0%
*06hw7*,James Hicks,HOU,SP,4994,FA,24,,0,0,1,462,8%,0%
*06zci*,Davion Hickson,LAD,SP,4995,FA,22,,0,0,0,-,1%,0%
*06ih8*,Atsumi Hidaka,(N/A),SP,4996,FA,21,,0,0,0,-,0%,0%
*072f9*,Andri Hidalgo,(N/A),SP,4998,FA,16,,0,0,0,-,2%,0%
*06zs6*,Diomar Hidalgo,BOS,SS,4999,FA,18,,0,0,0,-,0%,0%
*0639y*,Renny Hidalgo,(N/A),OF,5001,FA,23,,0,0,0,-,0%,0%
*05r6l*,Reyden Hidalgo,(N/A),SS,5002,FA,21,,0,0,0,-,0%,0%
*04pv2*,Jake Higginbotham,SD,RP,5003,FA,30,,0,0,0,-,0%,0%
*06qrs*,Thomas Higgins Jr.,SEA,SP,5004,FA,22,,0,0,0,-,0%,0%
*066a1*,Matt Higgins,(N/A),1B,5005,FA,26,,0,0,0,-,0%,0%
*03qqe*,P.J. Higgins,CIN,"C,1B,3B",5006,FA,32,,0,0,0,-,0%,0%
*05y9q*,Ryan Higgins,(N/A),3B,5007,FA,25,,0,0,0,-,0%,0%
*067ze*,Ross Highfill,(N/A),C,5008,FA,22,,0,0,0,-,0%,0%
*05u6o*,Sam Highfill,PHI,SP,5009,FA,25,,0,0,0,-,0%,0%
*06r81*,Jovensly Hilaire,TEX,OF,5011,FA,19,,0,0,0,-,0%,0%
*06ulk*,Danny Hilario,TB,RP,5012,FA,21,,0,0,0,-,1%,0%
*072bx*,Michael Hilker,MIN,SP,5013,FA,21,,0,0,0,-,0%,0%
*066k2*,Brady Hill,WSH,RP,5014,FA,25,,0,0,0,-,0%,0%
*06qkr*,Camron Hill,PHI,SP,5015,FA,22,,0,0,0,-,0%,0%
*051f3*,Darius Hill,(N/A),OF,5016,FA,28,,0,0,0,-,0%,0%
*055ca*,Garrett Hill,(N/A),RP,5019,FA,30,,0,0,0,-,1%,0%
*0513i*,GJ Hill,COL,OF,5018,FA,25,,0,0,0,-,1%,0%
*0637q*,Jamison Hill,(N/A),"SP,RP",5020,FA,26,,0,0,0,-,0%,0%
*0517r*,Kyle Hill,(N/A),"SP,RP",5021,FA,28,,0,0,0,-,0%,0%
*0008c*,Rich Hill,(N/A),SP,5023,FA,45,,0,0,0,-,0%,0%
*06nvj*,Turner Hill,SF,OF,5024,FA,26,NYY Wed 5:05PM,0,0,0,-,0%,0%
*03qs6*,Sam Hilliard,COL,OF,5025,FA,31,,0,0,0,-,1%,-1%
*03poy*,Juan Hillman,(N/A),"SP,RP",5026,FA,28,,0,0,0,-,0%,0%
*04pro*,P.J. Hilson,PIT,OF,5027,FA,25,,0,0,0,-,1%,0%
*06uhf*,Jacob Hinderleider,COL,1B,5028,FA,24,,0,0,0,-,0%,0%
*05yfz*,Carlos Hinestroza,(N/A),SP,5030,FA,22,,0,0,0,-,0%,0%
*02j36*,C.J. Hinojosa,(N/A),SS,5031,FA,31,,0,0,0,-,0%,0%
*06z40*,Casey Hintz,SEA,RP,5032,FA,22,,0,0,0,-,0%,0%
*072fa*,Jensen Hirschkorn,(N/A),SP,5035,FA,18,,0,0,0,-,1%,0%
*06zqp*,Jamie Hitt,SD,RP,5037,FA,23,,0,0,0,-,0%,0%
*04e82*,Keston Hiura,COL,1B,5038,FA,29,,0,0,0,-,2%,0%
*06k6q*,Jake Hjelle,(N/A),1B,5039,FA,25,,0,0,0,-,0%,0%
*06guk*,Carson Hobbs,LAD,RP,5042,FA,23,,0,0,0,-,0%,0%
*06cuf*,Michael Hobbs,SEA,RP,5043,FA,26,,0,0,0,-,0%,0%
*06hur*,Caleb Hobson,COL,OF,5044,FA,23,,0,0,0,-,0%,0%
*04als*,Colton Hock,(N/A),SP,5045,FA,29,,0,0,0,-,0%,0%
*06qpn*,Trent Hodgdon,CIN,RP,5046,FA,22,,0,0,0,-,0%,0%
*06z7q*,Landon Hodge,CHW,C,5047,FA,18,,0,0,0,-,4%,0%
*06qlc*,Hunter Hodges,NYM,RP,5048,FA,23,,0,0,0,-,0%,0%
*05gdx*,Jason Hodges,(N/A),1B,5049,FA,24,,0,0,0,-,0%,0%
*0649b*,Douglas Hodo III,BAL,OF,5050,FA,25,,0,0,0,-,1%,0%
*04zjm*,Kody Hoese,LAD,3B,5051,FA,28,,0,0,0,-,6%,0%
*06r4e*,Paul Hoff,MIL,SP,5052,FA,19,,0,0,0,-,0%,0%
*06awg*,Graham Hoffman,(N/A),RP,5053,FA,27,,0,0,0,-,0%,0%
*06u74*,Wyatt Hoffman,SD,OF,5054,FA,26,,0,0,0,-,0%,0%
*06ulr*,Matt Hogan,CHW,OF,5055,FA,25,,0,0,0,-,0%,0%
*06zeq*,Jonathan Hogart,PHI,OF,5056,FA,23,,0,0,0,-,0%,0%
*06zhf*,Josh Hogue,MIA,OF,5057,FA,22,,0,0,0,-,0%,0%
*05u2z*,Braden Holcomb,(N/A),SS,5058,FA,21,,0,0,0,-,0%,0%
*06pgy*,Colby Holcombe,TOR,"SP,RP",5059,FA,23,,0,0,0,-,1%,0%
*0665k*,Connor Holden,(N/A),SP,5060,FA,27,,0,0,0,-,0%,0%
*072e1*,MaKale Holden,MIL,SP,5061,FA,18,,0,0,0,-,1%,0%
*061zo*,Gery Holguin,MIL,"1B,3B",5062,FA,20,,0,0,0,-,1%,0%
*061tm*,Aaron Holiday,STL,RP,5063,FA,25,,0,0,0,-,0%,0%
*04py4*,Korey Holland,LAA,OF,5066,FA,26,,0,0,0,-,0%,0%
*04y96*,Will Holland,MIN,"SS,OF",5067,FA,27,,0,0,0,-,2%,0%
*06zb7*,Nick Hollifield,WSH,C,5069,FA,22,,0,0,0,-,0%,0%
*04ylq*,Connor Hollis,(N/A),"2B,OF",5070,FA,31,,0,0,0,-,0%,0%
*066ab*,Kaden Hollow,(N/A),1B,5071,FA,24,,0,0,0,-,0%,0%
*06r75*,Bo Holloway,(N/A),SP,5072,FA,18,,0,0,0,-,0%,0%
*03dsa*,Jordan Holloway,LAA,RP,5073,FA,29,,0,0,0,-,1%,0%
*06pqd*,Bridger Holmes,LAA,RP,5075,FA,23,,0,0,0,-,1%,0%
*05yo4*,Owen Holt,CIN,RP,5077,FA,26,,0,0,0,-,0%,0%
*06uxl*,Peyton Holt,CIN,3B,5078,FA,25,,0,0,0,-,0%,0%
*0517g*,Jake Holton,SF,1B,5080,FA,27,NYY Wed 5:05PM,0,0,0,-,1%,0%
*05yl4*,Blake Holub,MIL,RP,5081,FA,27,,0,0,0,-,0%,0%
*06mux*,Max Holy,HOU,"2B,SS",5082,FA,23,,0,0,0,-,0%,0%
*03d7m*,Brent Honeywell Jr.,(N/A),RP,5085,FA,30,,0,0,0,-,2%,0%
*0649d*,Josh Hood,SEA,"3B,SS",5086,FA,25,,0,0,0,-,2%,0%
*06ql6*,Hunter Hoopes,MIN,RP,5087,FA,25,,0,0,0,-,0%,0%
*04et1*,Connor Hoover,SEA,"2B,SS",5089,FA,29,,0,0,0,-,0%,0%
*06hev*,Chase Hopewell,(N/A),SP,5091,FA,24,,0,0,0,-,0%,0%
*0516l*,TJ Hopkins,(N/A),OF,5093,FA,28,,0,0,0,-,1%,0%
*06qjp*,Kaden Hopson,LAA,UT,5094,FA,25,,0,0,0,-,0%,0%
*0687a*,Garrett Horn,MIN,SP,5095,FA,22,,0,0,0,-,1%,0%
*05r56*,Bryson Horne,(N/A),1B,5097,FA,26,,0,0,0,-,0%,0%
*06hrz*,Jackson Hornung,TOR,"1B,OF",5098,FA,24,,0,0,0,-,1%,0%
*072h7*,Jeyson Horton,(N/A),SS,5099,FA,16,,0,0,0,-,1%,1%
*06zge*,Luke Hoskins,DET,RP,5101,FA,22,,0,0,0,-,0%,0%
*06zan*,Matthew Hoskins,KC,RP,5102,FA,22,,0,0,0,-,0%,0%
*05y0w*,Bennett Hostetler,MIA,C,5103,FA,28,,0,0,0,-,1%,0%
*06qyn*,Maddux Houghton,MIN,OF,5106,FA,26,,0,0,0,-,0%,0%
*051d2*,Connor Housley,(N/A),"SP,RP",5107,FA,24,,0,0,0,-,0%,0%
*041w9*,Zac Houston,(N/A),RP,5109,FA,31,,0,0,0,-,0%,0%
*06qkq*,Dylan Howard,HOU,SP,5110,FA,22,,0,0,0,-,0%,0%
*04eeu*,Spencer Howard,(N/A),SP,5112,FA,29,,0,0,0,-,1%,0%
*070bi*,Tyler Howard,CLE,C,5113,FA,21,,0,0,0,-,0%,0%
*066a0*,Carter Howell,ATL,OF,5115,FA,26,,0,0,0,-,1%,0%
*06qsn*,Preston Howey,DET,"SP,RP",5117,FA,23,,0,0,0,-,0%,0%
*06ul5*,Stephen Hrustich,DET,OF,5118,FA,24,,0,0,0,-,0%,0%
*05vym*,Jo-Hsi Hsu,(N/A),SP,5119,FA,25,,0,0,0,-,0%,0%
*06rs5*,Pao Lo Huang,(N/A),SP,5121,FA,21,,0,0,0,-,0%,0%
*041md*,Dakota Hudson,LAA,SP,5124,FA,31,,0,0,0,-,2%,0%
*02mzt*,Joe Hudson,HOU,C,5125,FA,34,,0,0,0,-,1%,0%
*05y2z*,Levi Huesman,WSH,RP,5126,FA,22,,0,0,0,-,0%,0%
*064ne*,Chance Huff,WSH,RP,5128,FA,25,,0,0,0,-,1%,0%
*06433*,Kody Huff,CLE,C,5129,FA,25,,0,0,0,-,1%,0%
*06kxj*,Riley Huge,ATH,RP,5131,FA,23,,0,0,0,-,0%,0%
*04eon*,Brandon Hughes,(N/A),RP,5133,FA,30,,0,0,0,-,1%,0%
*070bu*,CJ Hughes,MIL,SS,5134,FA,18,,0,0,0,-,2%,0%
*06v2v*,Grif Hughes,TOR,RP,5136,FA,23,,0,0,0,-,0%,0%
*06qoz*,Gus Hughes,NYY,RP,5137,FA,23,@SF Wed 5:05PM,0,0,0,-,0%,0%
*03pp4*,Jonathan Hughes,(N/A),RP,5138,FA,29,,0,0,0,-,0%,0%
*070dl*,Logan Hughes,(N/A),OF,5139,FA,20,,0,0,0,-,0%,0%
*06qqt*,Nolan Hughes,WSH,RP,5140,FA,23,,0,0,0,-,0%,0%
*05ue8*,Eiker Huizi,WSH,RP,5142,FA,25,,0,0,0,-,0%,0%
*06652*,Nick Hull,CHC,RP,5144,FA,26,,0,0,0,-,0%,0%
*04nb1*,Niko Hulsizer,(N/A),"SS,OF",5145,FA,28,,0,0,0,-,1%,0%
*0421c*,Cooper Hummel,TB,OF,5146,FA,31,,0,0,0,-,2%,0%
*06zep*,Jacob Humphrey,COL,OF,5147,FA,22,,0,0,0,-,0%,0%
*06zeu*,Nathan Humphreys,PHI,OF,5148,FA,23,,0,0,0,-,0%,0%
*060mc*,Zach Humphreys,LAA,C,5149,FA,28,,0,0,0,-,0%,0%
*061je*,Sean Hunley,TB,RP,5151,FA,26,,0,0,0,-,1%,0%
*070d4*,Riely Hunsaker,CHC,SP,5152,FA,22,,0,0,0,-,0%,0%
*0647k*,Cade Hunter,CIN,C,5155,FA,25,,0,0,0,-,2%,0%
*06z0x*,Caden Hunter,BAL,SP,5156,FA,22,,0,0,0,-,2%,0%
*072fw*,Henry Hunter,CIN,C,5157,FA,22,,0,0,0,-,0%,0%
*0669r*,Jerry Huntzinger,TOR,C,5159,FA,26,,0,0,0,-,0%,0%
*06htu*,Devin Hurdle,TEX,2B,5161,FA,25,,0,0,0,-,0%,0%
*06fxd*,Joel Hurtado,LAA,SP,5164,FA,24,,0,0,0,-,4%,0%
*06rkl*,Ricardo Hurtado,DET,C,5165,FA,22,,0,0,0,-,0%,0%
*05yil*,Grant Hussey,(N/A),1B,5168,FA,22,,0,0,0,-,0%,0%
*025kq*,Drew Hutchison,(N/A),RP,5169,FA,35,,0,0,0,-,0%,0%
*06rrb*,Jun Seo Hwang,(N/A),SP,5170,FA,20,,0,0,0,-,0%,0%
*065v6*,Braxton Hyde,COL,RP,5171,FA,24,,0,0,0,-,0%,0%
*04ylr*,Joel Ibarra,LAD,RP,5174,FA,23,,0,0,0,-,1%,0%
*05was*,Ruben Ibarra,CIN,1B,5175,FA,26,,0,0,0,-,2%,0%
*04w4a*,Cesar Idrogo,(N/A),OF,5176,FA,24,,0,0,0,-,0%,0%
*06hng*,Ryan Ignoffo,MIA,C,5177,FA,25,,0,0,0,-,1%,0%
*06ky6*,Luis Ilarraza,NYY,RP,5178,FA,19,@SF Wed 5:05PM,0,0,0,-,0%,0%
*06hp5*,Anthony Imhoff,(N/A),SP,5179,FA,24,,0,0,0,-,0%,0%
*04b12*,Diego Infante,(N/A),OF,5180,FA,26,,0,0,0,-,1%,0%
*05jqg*,Sammy Infante,(N/A),3B,5181,FA,24,,0,0,0,-,1%,0%
*06s39*,Wisler Infante,SEA,SP,5182,FA,18,,0,0,0,-,0%,0%
*060up*,Kolton Ingram,ATL,RP,5183,FA,29,,0,0,0,-,2%,0%
*06qs0*,Haruto Inoue,(N/A),SP,5185,FA,24,,0,0,0,-,1%,0%
*06uws*,Austin Irby,(N/A),1B,5186,FA,19,,0,0,0,-,0%,0%
*06rol*,Brent Iredale,PIT,3B,5187,FA,22,,0,0,0,-,2%,0%
*06in1*,Thomas Ireland,TEX,RP,5188,FA,23,,0,0,0,-,0%,0%
*041ru*,Cole Irvin,(N/A),SP,5190,FA,31,,0,0,0,-,2%,0%
*06hwg*,Chase Isbell,KC,RP,5192,FA,25,,0,0,0,-,0%,0%
*06c3e*,David Isea,(N/A),C,5193,FA,19,,0,0,0,-,0%,0%
*06q34*,Edgar Isea,ARI,RP,5194,FA,23,,0,0,0,-,0%,0%
*060oz*,Alex Isola,(N/A),"1B,OF",5195,FA,27,,0,0,0,-,2%,0%
*06sms*,Hiromi Itoh,(N/A),SP,5197,FA,28,,0,0,0,-,1%,0%
*04efv*,Tyler Ivey,HOU,SP,5198,FA,29,,0,0,0,-,2%,0%
*066k7*,Jose Izarra,LAD,2B,5200,FA,23,,0,0,0,-,1%,0%
*05yic*,Victor Izturis,CLE,C,5201,FA,20,,0,0,0,-,1%,0%
*06hp0*,Matt Jachec,CLE,RP,5203,FA,24,,0,0,0,-,1%,0%
*04elo*,Andre Jackson,(N/A),RP,5204,FA,29,,0,0,0,-,2%,0%
*06mhz*,Daniel Jackson,(N/A),C,5206,FA,21,,0,0,0,-,0%,0%
*06suv*,Gabriel Jackson,BOS,RP,5207,FA,24,,0,0,0,-,0%,0%
*06hh2*,Isaiah Jackson,KC,RP,5208,FA,24,,0,0,0,-,0%,0%
*06l5p*,Isaiah Jackson,BOS,OF,5209,FA,21,,0,0,0,-,3%,0%
*06qpp*,JoJo Jackson,NYY,OF,5210,FA,23,@SF Wed 5:05PM,0,0,0,-,0%,0%
*05yo9*,Jordan Jackson,SEA,RP,5211,FA,27,,0,0,0,-,1%,0%
*070bq*,Luke Jackson,TB,RP,5212,FA,21,,0,0,0,-,2%,0%
*06h05*,Carson Jacobs,CHW,RP,5215,FA,24,,0,0,0,-,0%,0%
*06s35*,Zach Jacobs,CLE,RP,5216,FA,24,,0,0,0,-,0%,0%
*06588*,Tanner Jacobson,STL,RP,5217,FA,25,,0,0,0,-,0%,0%
*06c33*,Joe Jacques,NYM,SP,5218,FA,30,,0,0,0,-,0%,0%
*06rif*,Brandon Jaime,CIN,C,5219,FA,21,,0,0,0,-,0%,0%
*06y9q*,Brayden Jaksa,(N/A),C,5220,FA,18,,0,0,0,-,0%,0%
*049dt*,Josh James,(N/A),RP,5222,FA,32,,0,0,0,-,0%,0%
*0648l*,Kamren James,TB,OF,5223,FA,25,,0,0,0,-,1%,0%
*05iys*,Lyonell James,(N/A),SS,5224,FA,23,,0,0,0,-,0%,0%
*06qv5*,Fisher Jameson,COL,RP,5225,FA,22,,0,0,0,-,0%,0%
*066ls*,Justin Janas,ATL,OF,5226,FA,25,,0,0,0,-,1%,0%
*06qnn*,Camden Janik,PIT,OF,5229,FA,23,,0,0,0,-,0%,0%
*06mw9*,Niko Janssens,(N/A),SP,5230,FA,19,,0,0,0,-,0%,0%
*06gjo*,Jim Jarvis,ATL,SS,5231,FA,25,,0,0,0,-,1%,0%
*04prb*,Justin Jarvis,LAD,SP,5232,FA,25,,0,0,0,-,2%,0%
*05y54*,Mike Jarvis,PIT,"2B,OF",5233,FA,27,,0,0,0,-,0%,0%
*065j8*,Jack Jasiak,CLE,RP,5234,FA,24,,0,0,0,-,0%,0%
*06rgt*,Cristian Jauregui,PIT,OF,5236,FA,19,,0,0,0,-,0%,0%
*06com*,Ismael Javier,(N/A),SS,5237,FA,20,,0,0,0,-,1%,0%
*04sy2*,Odalvi Javier,(N/A),SP,5238,FA,29,,0,0,0,-,0%,0%
*06o07*,Robinson Javier,BAL,RP,5239,FA,20,,0,0,0,-,0%,0%
*05r5w*,Sebastian Javier,(N/A),RP,5240,FA,22,,0,0,0,-,0%,0%
*06c5h*,Grant Jay,SEA,C,5242,FA,22,,0,0,0,-,1%,0%
*03n6f*,Tyler Jay,(N/A),"SP,RP",5243,FA,31,,0,0,0,-,1%,0%
*051d5*,Antoine Jean,COL,RP,5244,FA,24,,0,0,0,-,0%,0%
*06ilu*,Enderson Jean,PHI,RP,5245,FA,21,,0,0,0,-,0%,0%
*0637e*,Yanki Jean-Baptiste,(N/A),1B,5247,FA,21,,0,0,0,-,0%,0%
*041pp*,Daulton Jefferies,(N/A),SP,5249,FA,30,,0,0,0,-,1%,0%
*06r01*,Chris Jefferson,(N/A),SP,5250,FA,28,,0,0,0,-,0%,0%
*0689j*,Madison Jeffrey,CHW,RP,5251,FA,25,,0,0,0,-,1%,0%
*06qun*,Jake Jekielek,TEX,RP,5252,FA,23,,0,0,0,-,0%,0%
*06496*,Andrew Jenkins,DET,1B,5253,FA,25,,0,0,0,-,1%,0%
*06hpo*,Bryce Jenkins,NYM,RP,5254,FA,24,,0,0,0,-,0%,0%
*06rpf*,Sean Jenkins,(N/A),SP,5256,FA,18,,0,0,0,-,0%,0%
*04ees*,Steven Jennings,TEX,RP,5259,FA,27,,0,0,0,-,2%,0%
*0511q*,Ryan Jensen,(N/A),RP,5260,FA,28,,0,0,0,-,2%,0%
*05ogs*,Wil Jensen,CHC,RP,5261,FA,28,,0,0,0,-,1%,0%
*072h3*,Woo Joo Jeong,(N/A),RP,5262,FA,19,,0,0,0,-,0%,0%
*04zaz*,Juan Jerez,PIT,2B,5263,FA,24,,0,0,0,-,0%,0%
*0680o*,Eli Jerzembeck,CHC,RP,5264,FA,22,,0,0,0,-,1%,0%
*0657g*,Brody Jessee,CIN,RP,5265,FA,25,,0,0,0,-,0%,0%
*072fx*,Chase Jessee,KC,RP,5266,FA,26,,0,0,0,-,0%,0%
*06qkz*,Luke Jewett,COL,RP,5267,FA,23,,0,0,0,-,1%,0%
*06rqp*,Aiden Jimenez,KC,RP,5268,FA,22,,0,0,0,-,1%,0%
*06qy1*,Albert Jimenez,SF,UT,5269,FA,19,NYY Wed 5:05PM,0,0,0,-,0%,0%
*06qfl*,Anderson Jimenez,SEA,SP,5270,FA,18,,0,0,0,-,0%,0%
*05uvv*,Antonio Jimenez,SF,RP,5272,FA,24,NYY Wed 5:05PM,0,0,0,-,2%,0%
*050yo*,Carlos Jimenez,PIT,RP,5274,FA,23,,0,0,0,-,1%,0%
*060qt*,Carlos Jimenez,SEA,OF,5275,FA,22,,0,0,0,-,2%,0%
*06436*,Carlos Jimenez,CHW,1B,5276,FA,23,,0,0,0,-,0%,0%
*066qv*,Cesar Jimenez,ARI,SP,5277,FA,20,,0,0,0,-,0%,0%
*06872*,Cristian Jimenez,(N/A),RP,5278,FA,21,,0,0,0,-,0%,0%
*06rq1*,Damian Jimenez,(N/A),SP,5279,FA,21,,0,0,0,-,0%,0%
*06ky0*,Edgar Jimenez,NYY,1B,5281,FA,19,@SF Wed 5:05PM,0,0,0,-,0%,0%
*062x5*,Edwin Jimenez,MIL,SP,5282,FA,24,,0,0,0,-,0%,0%
*04yit*,Enoy Jimenez,(N/A),SS,5284,FA,25,,0,0,0,-,0%,0%
