Round Rock Express,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Owner,,,Chris,,,,MLB,,,31,,Tax Bill Paid,No,,League Year,,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
,,,,Joined,,,2024,,,,40 Man,,,31,,Years Paid,,,Payroll,,"164,693,333","166,783,333","166,783,333","119,783,333","68,450,000","63,450,000",0,0,0,0,0,0,0
,,,,Franchise Record,,,74-41,,,,Minors,,,100,,Status,,,Dead Money,,"17,700,000",0,0,0,0,0,0,0,0,0,0,0,0
,,,,Playoff Appearances,,,1,,,,Rotation,,,2,,Future Status,,,Total Payroll,,"182,393,333","166,783,333","166,783,333","119,783,333","68,450,000","63,450,000",0,0,0,0,0,0,0
,,,,NL Central Titles,,,0,,,,Injured List,,,0,,Extensions,1,,Luxury Tax Space,,"58,606,667","77,216,667","77,216,667","124,216,667","175,550,000","180,550,000","244,000,000","244,000,000","244,000,000","244,000,000","244,000,000","244,000,000","244,000,000"
,,,,NL Pennants,,,0,,,,60 Day IL,,,0,,Restructure,1,,Payroll % Active,,90.30%,100.00%,100.00%,100.00%,100.00%,100.00%,,,,,,,
,,,,World Series Championships,,,0,,,,,,,,,,,,Payroll % Inactive,,9.70%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
P O S I T I O N   P L A Y E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,24,25,,,,,,,,,,C,Rafael Marchan,PHI,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,C,Carlos Narvaez,BOS,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,1B,Vladimir Guerrero Jr.,TOR,"32,750,000","42,750,000","42,750,000","42,750,000","42,750,000","42,750,000",UFA,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,1B,Nate Lowe,WSH,ARB 4,UFA,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,2B,Will Wagner,TOR,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,2B,Zack Gelof,OAK,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,12/30,24,,,,,,,,,,,2B,Otto Lopez,TOR,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,3B,Alex Bregman,HOU,"30,000,000","30,000,000","30,000,000","30,000,000",UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SS,Jeremy Pena,HOU,ARB2,ARB3,UFA,,,,,,``,,,,
X,,X,,,,12/30,,,,,,,,,,,,SS,Brooks Lee,MIN,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SS,Christian Koss,SF,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,OF,Zach Mckinstry,DET,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,OF,Wyler Abreu,BOS,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,OF,Addison Barger,TOR,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SP,Jacob deGrom,TEX,"37,000,000","37,000,000","37,000,000",UFA,,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SP,Zac Gallen,ARI,"20,700,000","20,700,000","20,700,000","20,700,000","20,700,000","20,700,000",,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SP,Hunter Greene,CIN,"8,833,333","8,833,333","8,833,333","8,833,333",UFA,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SP,Spencer Strider,ATL,"6,250,000","12,500,000","12,500,000","12,500,000",UFA,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SP,Cade Cavalli,WSH,ARB 1,ARB 2,ARB 3,ARB 4,UFA,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SP,Kumar Rocker,TEX,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SP,Davis Martin,CHW,"5,000,000","5,000,000","5,000,000","5,000,000","5,000,000",UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,RP,Emmanuel Clase,CLE,"4,000,000","10,000,000","10,000,000",UFA,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,RP,A.J. Puk,ARI,ARB 3,UFA,,,,,,,,,,,
X,,X,,,,12/30,24,25,,,,,,,,,,RP,Sean Reynolds,SD,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,RP,Jack Dreyer,LAD,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,RP,Mason Englert,TB,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,RP,Mason Miller,OAK,ARB 1,ARB 2,ARB 3,Arb 4,UFA,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,RP,AJ Minter,NYM,"8,000,000",UFA,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,RP,Jose Ferrer,WSH,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SP,Chase Lee,DET,"760,000",TC,ARB1,ARB2,ARB3,UFA,,,,,,,
X,,X,,,,12/30,24,25,,,,,,,,,,RP,Mitch Spence,OAK,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,,,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
,X,,,,,,,,,,,,,,,,,C,Darrien Miller,MIL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Andrick Nava,PHI,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Braxton Fulford,COL,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Jesus Lopez,TEX,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Miguel Palma,HOU,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Johanfran Garcia,BOS,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Yovanny Rodriguez,NYM,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,C,Matt Wood,MIL,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,1B,Blaine Crim,TEX,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,1B,Pablo Guerrero,TEX,,,,,,,,,,,,,
,X,,,,,,,,,,,,,,,,,1B,David Ortiz,TEX,,,,,,,,,,,,,
