SALT LAKE BEES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Owner,,,Billy,,,,MLB,,,31,,Tax Bill Paid,No,,League Year,,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
,,,,Joined,,,2024,,,,40 Man,,,31,,Years Paid,,,Payroll,,"141,695,714","124,775,714","101,285,714","101,285,714","55,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",0,0,0
,,,,Franchise Record,,,21-94,,,,Minors,,,106,,Status,,,Dead Money,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,Playoff Appearances,,,0,,,,Rotation,,,10,,Future Status,,,Total Payroll,,"141,695,714","124,775,714","101,285,714","101,285,714","55,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",0,0,0
,,,,NL Central Titles,,,0,,,,Injured List,,,0,,Extensions,2,,Luxury Tax Space,,"99,304,286","119,224,286","142,714,286","142,714,286","189,000,000","229,000,000","229,000,000","229,000,000","229,000,000","229,000,000","244,000,000","244,000,000","244,000,000"
,,,,NL Pennants,,,0,,,,60 Day IL,,,0,,Restructure,1,,Payroll % Active,,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,,,
,,,,World Series Championships,,,0,,,,,,,,,,,,Payroll % Inactive,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
P O S I T I O N   P L A Y E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,C,Hunter Goodman,COL,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,1B,Spencer Torkelson,DET,ARB 1,ARB 2,ARB 3,UFA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,2B,Christian Moore,LAA,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,2B,Ronny Mauricio,NYM,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SS,Noelvi Marte,CIN,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SS,Jackson Merrill,SD,"15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",UFA,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,SS,Dansby Swanson,CHC,"25,285,714","25,285,714","25,285,714","25,285,714",UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,3B,Graham Pauley,SD,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,OF,Victor Robles,SEA,"21,000,000","21,000,000","21,000,000","21,000,000",UFA,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,OF,Akil Baddoo,DET,ARB 3,ARB 4,UFA,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,OF,Jordan Walker,STL,"760,000",ARB1,ARB2,ARB3,UFA,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,OF,Luis Robert Jr.,CHW,"20,000,000","20,000,000",UFA,,,,,,,,,,
X,,X,,,,12/30,D,F,A,,-,O,N,L,Y,,,OF,Aaron Judge,NYY,"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000",UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,OF,Ramon Laureano,CLE,"4,000,000",UFA,,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,OF,Jacob Young,WSH,ARB1,ARB2,ARB3,UFA,,,,,,,,,
P I T C H E R S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLB,MiLB,40,IL,IL Length,IL Date,IL Return,Option Years Used,,,,Options Used,,,,,Optioned/DFA Date,Recall Eligible Date,POS,Name,Team,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SP,Keider Montero,DET,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SP,Nick Nastrini,CHW,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SP,Dean Kremer,BAL,ARB 2,ARB 3,UFA,,,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SP,Shane McClanahan,TB,ARB 3,ARB 4,UFA,,,,,,,,,,
X,,X,,,,12/30,25,,,,,,,,,,,SP,Chase Petty,CIN,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SP,Reese Olson,DET,"760,000",ARB 1,ARB 2,ARB 3,UFA,,,,,,,,
X,,X,,,,12/30,,,,,,,,,,,,SP,Robby Snelling,MIA,"760,000",TC,ARB 1,ARB 2,ARB 3,UFA,,,,,,,
